startDateTime,endDateTime,groundwaterSpecCond,groundwaterSpecCondExpUncert,gWatSCondFinalQF
"2018-09-01T02:10:00Z","2018-09-01T02:15:00Z",657.00,0.66,
"2018-09-01T02:15:00Z","2018-09-01T02:20:00Z",657.13,0.66,
"2018-09-01T02:20:00Z","2018-09-01T02:25:00Z",657.09,0.66,
"2018-09-01T02:25:00Z","2018-09-01T02:30:00Z",657.06,0.66,
"2018-09-01T02:30:00Z","2018-09-01T02:35:00Z",657.04,0.66,
"2018-09-01T02:35:00Z","2018-09-01T02:40:00Z",657.05,0.66,
"2018-09-01T02:40:00Z","2018-09-01T02:45:00Z",657.12,0.66,
"2018-09-01T02:45:00Z","2018-09-01T02:50:00Z",657.11,0.66,
"2018-09-01T02:50:00Z","2018-09-01T02:55:00Z",657.14,0.66,
"2018-09-01T02:55:00Z","2018-09-01T03:00:00Z",657.15,0.66,
"2018-09-01T03:00:00Z","2018-09-01T03:05:00Z",657.19,0.66,
"2018-09-01T03:05:00Z","2018-09-01T03:10:00Z",657.12,0.66,
"2018-09-01T03:10:00Z","2018-09-01T03:15:00Z",657.11,0.66,
"2018-09-01T03:15:00Z","2018-09-01T03:20:00Z",657.16,0.66,
"2018-09-01T03:20:00Z","2018-09-01T03:25:00Z",657.02,0.66,
"2018-09-01T03:25:00Z","2018-09-01T03:30:00Z",657.19,0.66,
"2018-09-01T03:30:00Z","2018-09-01T03:35:00Z",657.08,0.66,
"2018-09-01T03:35:00Z","2018-09-01T03:40:00Z",657.02,0.66,
"2018-09-01T03:40:00Z","2018-09-01T03:45:00Z",657.16,0.66,
"2018-09-01T03:45:00Z","2018-09-01T03:50:00Z",657.11,0.66,
"2018-09-01T03:50:00Z","2018-09-01T03:55:00Z",657.04,0.66,
"2018-09-01T03:55:00Z","2018-09-01T04:00:00Z",657.06,0.66,
"2018-09-01T04:00:00Z","2018-09-01T04:05:00Z",657.06,0.66,
"2018-09-01T04:05:00Z","2018-09-01T04:10:00Z",657.17,0.66,
"2018-09-01T04:10:00Z","2018-09-01T04:15:00Z",657.13,0.66,
"2018-09-01T04:15:00Z","2018-09-01T04:20:00Z",657.06,0.66,
"2018-09-01T04:20:00Z","2018-09-01T04:25:00Z",657.12,0.66,
"2018-09-01T04:25:00Z","2018-09-01T04:30:00Z",657.06,0.66,
"2018-09-01T04:30:00Z","2018-09-01T04:35:00Z",657.13,0.66,
"2018-09-01T04:35:00Z","2018-09-01T04:40:00Z",657.03,0.66,
"2018-09-01T04:40:00Z","2018-09-01T04:45:00Z",657.15,0.66,
"2018-09-01T04:45:00Z","2018-09-01T04:50:00Z",657.07,0.66,
"2018-09-01T04:50:00Z","2018-09-01T04:55:00Z",657.10,0.66,
"2018-09-01T04:55:00Z","2018-09-01T05:00:00Z",657.14,0.66,
"2018-09-01T05:00:00Z","2018-09-01T05:05:00Z",657.10,0.66,
"2018-09-01T05:05:00Z","2018-09-01T05:10:00Z",657.12,0.66,
"2018-09-01T05:10:00Z","2018-09-01T05:15:00Z",657.00,0.66,
"2018-09-01T05:15:00Z","2018-09-01T05:20:00Z",657.14,0.66,
"2018-09-01T05:20:00Z","2018-09-01T05:25:00Z",657.08,0.66,
"2018-09-01T05:25:00Z","2018-09-01T05:30:00Z",656.98,0.66,
"2018-09-01T05:30:00Z","2018-09-01T05:35:00Z",657.02,0.66,
"2018-09-01T05:35:00Z","2018-09-01T05:40:00Z",657.02,0.66,
"2018-09-01T05:40:00Z","2018-09-01T05:45:00Z",656.95,0.66,
"2018-09-01T05:45:00Z","2018-09-01T05:50:00Z",657.12,0.66,
"2018-09-01T05:50:00Z","2018-09-01T05:55:00Z",657.13,0.66,
"2018-09-01T05:55:00Z","2018-09-01T06:00:00Z",657.17,0.66,
"2018-09-01T06:00:00Z","2018-09-01T06:05:00Z",657.16,0.66,
"2018-09-01T06:05:00Z","2018-09-01T06:10:00Z",657.09,0.66,
"2018-09-01T06:10:00Z","2018-09-01T06:15:00Z",657.07,0.66,
"2018-09-01T06:15:00Z","2018-09-01T06:20:00Z",657.07,0.66,
"2018-09-01T06:20:00Z","2018-09-01T06:25:00Z",657.20,0.66,
"2018-09-01T06:25:00Z","2018-09-01T06:30:00Z",657.08,0.66,
"2018-09-01T06:30:00Z","2018-09-01T06:35:00Z",657.04,0.66,
"2018-09-01T06:35:00Z","2018-09-01T06:40:00Z",657.18,0.66,
"2018-09-01T06:40:00Z","2018-09-01T06:45:00Z",657.13,0.66,
"2018-09-01T06:45:00Z","2018-09-01T06:50:00Z",657.07,0.66,
"2018-09-01T06:50:00Z","2018-09-01T06:55:00Z",656.94,0.66,
"2018-09-01T06:55:00Z","2018-09-01T07:00:00Z",657.11,0.66,
"2018-09-01T07:00:00Z","2018-09-01T07:05:00Z",657.11,0.66,
"2018-09-01T07:05:00Z","2018-09-01T07:10:00Z",657.10,0.66,
"2018-09-01T07:10:00Z","2018-09-01T07:15:00Z",657.07,0.66,
"2018-09-01T07:15:00Z","2018-09-01T07:20:00Z",657.06,0.66,
"2018-09-01T07:20:00Z","2018-09-01T07:25:00Z",657.00,0.66,
"2018-09-01T07:25:00Z","2018-09-01T07:30:00Z",657.11,0.66,
"2018-09-01T07:30:00Z","2018-09-01T07:35:00Z",657.11,0.66,
"2018-09-01T07:35:00Z","2018-09-01T07:40:00Z",656.98,0.66,
"2018-09-01T07:40:00Z","2018-09-01T07:45:00Z",657.06,0.66,
"2018-09-01T07:45:00Z","2018-09-01T07:50:00Z",657.12,0.66,
"2018-09-01T07:50:00Z","2018-09-01T07:55:00Z",657.15,0.66,
"2018-09-01T07:55:00Z","2018-09-01T08:00:00Z",657.15,0.66,
"2018-09-01T08:00:00Z","2018-09-01T08:05:00Z",657.05,0.66,
"2018-09-01T08:05:00Z","2018-09-01T08:10:00Z",657.03,0.66,
"2018-09-01T08:10:00Z","2018-09-01T08:15:00Z",657.03,0.66,
"2018-09-01T08:15:00Z","2018-09-01T08:20:00Z",657.08,0.66,
"2018-09-01T08:20:00Z","2018-09-01T08:25:00Z",657.10,0.66,
"2018-09-01T08:25:00Z","2018-09-01T08:30:00Z",657.12,0.66,
"2018-09-01T08:30:00Z","2018-09-01T08:35:00Z",657.09,0.66,
"2018-09-01T08:35:00Z","2018-09-01T08:40:00Z",657.07,0.66,
"2018-09-01T08:40:00Z","2018-09-01T08:45:00Z",657.15,0.66,
"2018-09-01T08:45:00Z","2018-09-01T08:50:00Z",657.15,0.66,
"2018-09-01T08:50:00Z","2018-09-01T08:55:00Z",657.20,0.66,
"2018-09-01T08:55:00Z","2018-09-01T09:00:00Z",657.01,0.66,
"2018-09-01T09:00:00Z","2018-09-01T09:05:00Z",657.08,0.66,
"2018-09-01T09:05:00Z","2018-09-01T09:10:00Z",657.19,0.66,
"2018-09-01T09:10:00Z","2018-09-01T09:15:00Z",657.15,0.66,
"2018-09-01T09:15:00Z","2018-09-01T09:20:00Z",657.08,0.66,
"2018-09-01T09:20:00Z","2018-09-01T09:25:00Z",657.20,0.66,
"2018-09-01T09:25:00Z","2018-09-01T09:30:00Z",657.00,0.66,
"2018-09-01T09:30:00Z","2018-09-01T09:35:00Z",657.06,0.66,
"2018-09-01T09:35:00Z","2018-09-01T09:40:00Z",657.11,0.66,
"2018-09-01T09:40:00Z","2018-09-01T09:45:00Z",657.17,0.66,
"2018-09-01T09:45:00Z","2018-09-01T09:50:00Z",657.16,0.66,
"2018-09-01T09:50:00Z","2018-09-01T09:55:00Z",657.04,0.66,
"2018-09-01T09:55:00Z","2018-09-01T10:00:00Z",657.09,0.66,
"2018-09-01T10:00:00Z","2018-09-01T10:05:00Z",657.18,0.66,
"2018-09-01T10:05:00Z","2018-09-01T10:10:00Z",657.08,0.66,
"2018-09-01T10:10:00Z","2018-09-01T10:15:00Z",657.07,0.66,
"2018-09-01T10:15:00Z","2018-09-01T10:20:00Z",657.14,0.66,
"2018-09-01T10:20:00Z","2018-09-01T10:25:00Z",657.09,0.66,
"2018-09-01T10:25:00Z","2018-09-01T10:30:00Z",657.04,0.66,
"2018-09-01T10:30:00Z","2018-09-01T10:35:00Z",657.09,0.66,
"2018-09-01T10:35:00Z","2018-09-01T10:40:00Z",657.11,0.66,
"2018-09-01T10:40:00Z","2018-09-01T10:45:00Z",657.15,0.66,
"2018-09-01T10:45:00Z","2018-09-01T10:50:00Z",657.03,0.66,
"2018-09-01T10:50:00Z","2018-09-01T10:55:00Z",657.07,0.66,
"2018-09-01T10:55:00Z","2018-09-01T11:00:00Z",657.13,0.66,
"2018-09-01T11:00:00Z","2018-09-01T11:05:00Z",657.18,0.66,
"2018-09-01T11:05:00Z","2018-09-01T11:10:00Z",657.15,0.66,
"2018-09-01T11:10:00Z","2018-09-01T11:15:00Z",657.18,0.66,
"2018-09-01T11:15:00Z","2018-09-01T11:20:00Z",657.08,0.66,
"2018-09-01T11:20:00Z","2018-09-01T11:25:00Z",657.13,0.66,
"2018-09-01T11:25:00Z","2018-09-01T11:30:00Z",657.12,0.66,
"2018-09-01T11:30:00Z","2018-09-01T11:35:00Z",657.22,0.66,
"2018-09-01T11:35:00Z","2018-09-01T11:40:00Z",657.14,0.66,
"2018-09-01T11:40:00Z","2018-09-01T11:45:00Z",657.06,0.66,
"2018-09-01T11:45:00Z","2018-09-01T11:50:00Z",657.19,0.66,
"2018-09-01T11:50:00Z","2018-09-01T11:55:00Z",657.04,0.66,
"2018-09-01T11:55:00Z","2018-09-01T12:00:00Z",657.19,0.66,
"2018-09-01T12:00:00Z","2018-09-01T12:05:00Z",657.15,0.66,
"2018-09-01T12:05:00Z","2018-09-01T12:10:00Z",657.13,0.66,
"2018-09-01T12:10:00Z","2018-09-01T12:15:00Z",657.15,0.66,
"2018-09-01T12:15:00Z","2018-09-01T12:20:00Z",657.11,0.66,
"2018-09-01T12:20:00Z","2018-09-01T12:25:00Z",657.04,0.66,
"2018-09-01T12:25:00Z","2018-09-01T12:30:00Z",657.12,0.66,
"2018-09-01T12:30:00Z","2018-09-01T12:35:00Z",657.10,0.66,
"2018-09-01T12:35:00Z","2018-09-01T12:40:00Z",657.09,0.66,
"2018-09-01T12:40:00Z","2018-09-01T12:45:00Z",657.16,0.66,
"2018-09-01T12:45:00Z","2018-09-01T12:50:00Z",657.09,0.66,
"2018-09-01T12:50:00Z","2018-09-01T12:55:00Z",657.10,0.66,
"2018-09-01T12:55:00Z","2018-09-01T13:00:00Z",657.17,0.66,
"2018-09-01T13:00:00Z","2018-09-01T13:05:00Z",657.05,0.66,
"2018-09-01T13:05:00Z","2018-09-01T13:10:00Z",657.17,0.66,
"2018-09-01T13:10:00Z","2018-09-01T13:15:00Z",657.14,0.66,
"2018-09-01T13:15:00Z","2018-09-01T13:20:00Z",657.16,0.66,
"2018-09-01T13:20:00Z","2018-09-01T13:25:00Z",657.20,0.66,
"2018-09-01T13:25:00Z","2018-09-01T13:30:00Z",657.09,0.66,
"2018-09-01T13:30:00Z","2018-09-01T13:35:00Z",657.15,0.66,
"2018-09-01T13:35:00Z","2018-09-01T13:40:00Z",657.15,0.66,
"2018-09-01T13:40:00Z","2018-09-01T13:45:00Z",657.10,0.66,
"2018-09-01T13:45:00Z","2018-09-01T13:50:00Z",657.12,0.66,
"2018-09-01T13:50:00Z","2018-09-01T13:55:00Z",657.14,0.66,
"2018-09-01T13:55:00Z","2018-09-01T14:00:00Z",657.11,0.66,
"2018-09-01T14:00:00Z","2018-09-01T14:05:00Z",657.04,0.66,
"2018-09-01T14:05:00Z","2018-09-01T14:10:00Z",657.13,0.66,
"2018-09-01T14:10:00Z","2018-09-01T14:15:00Z",657.15,0.66,
"2018-09-01T14:15:00Z","2018-09-01T14:20:00Z",657.05,0.66,
"2018-09-01T14:20:00Z","2018-09-01T14:25:00Z",657.21,0.66,
"2018-09-01T14:25:00Z","2018-09-01T14:30:00Z",657.14,0.66,
"2018-09-01T14:30:00Z","2018-09-01T14:35:00Z",657.23,0.66,
"2018-09-01T14:35:00Z","2018-09-01T14:40:00Z",657.14,0.66,
"2018-09-01T14:40:00Z","2018-09-01T14:45:00Z",657.15,0.66,
"2018-09-01T14:45:00Z","2018-09-01T14:50:00Z",657.04,0.66,
"2018-09-01T14:50:00Z","2018-09-01T14:55:00Z",657.11,0.66,
"2018-09-01T14:55:00Z","2018-09-01T15:00:00Z",657.06,0.66,
"2018-09-01T15:00:00Z","2018-09-01T15:05:00Z",657.10,0.66,
"2018-09-01T15:05:00Z","2018-09-01T15:10:00Z",657.21,0.66,
"2018-09-01T15:10:00Z","2018-09-01T15:15:00Z",657.22,0.66,
"2018-09-01T15:15:00Z","2018-09-01T15:20:00Z",657.08,0.66,
"2018-09-01T15:20:00Z","2018-09-01T15:25:00Z",657.13,0.66,
"2018-09-01T15:25:00Z","2018-09-01T15:30:00Z",657.20,0.66,
"2018-09-01T15:30:00Z","2018-09-01T15:35:00Z",657.13,0.66,
"2018-09-01T15:35:00Z","2018-09-01T15:40:00Z",657.15,0.66,
"2018-09-01T15:40:00Z","2018-09-01T15:45:00Z",657.10,0.66,
"2018-09-01T15:45:00Z","2018-09-01T15:50:00Z",657.15,0.66,
"2018-09-01T15:50:00Z","2018-09-01T15:55:00Z",657.18,0.66,
"2018-09-01T15:55:00Z","2018-09-01T16:00:00Z",657.16,0.66,
"2018-09-01T16:00:00Z","2018-09-01T16:05:00Z",657.06,0.66,
"2018-09-01T16:05:00Z","2018-09-01T16:10:00Z",657.15,0.66,
"2018-09-01T16:10:00Z","2018-09-01T16:15:00Z",657.15,0.66,
"2018-09-01T16:15:00Z","2018-09-01T16:20:00Z",657.17,0.66,
"2018-09-01T16:20:00Z","2018-09-01T16:25:00Z",657.16,0.66,
"2018-09-01T16:25:00Z","2018-09-01T16:30:00Z",657.07,0.66,
"2018-09-01T16:30:00Z","2018-09-01T16:35:00Z",657.17,0.66,
"2018-09-01T16:35:00Z","2018-09-01T16:40:00Z",657.25,0.66,
"2018-09-01T16:40:00Z","2018-09-01T16:45:00Z",657.12,0.66,
"2018-09-01T16:45:00Z","2018-09-01T16:50:00Z",657.16,0.66,
"2018-09-01T16:50:00Z","2018-09-01T16:55:00Z",657.07,0.66,
"2018-09-01T16:55:00Z","2018-09-01T17:00:00Z",657.18,0.66,
"2018-09-01T17:00:00Z","2018-09-01T17:05:00Z",657.22,0.66,
"2018-09-01T17:05:00Z","2018-09-01T17:10:00Z",657.19,0.66,
"2018-09-01T17:10:00Z","2018-09-01T17:15:00Z",657.15,0.66,
"2018-09-01T17:15:00Z","2018-09-01T17:20:00Z",657.11,0.66,
"2018-09-01T17:20:00Z","2018-09-01T17:25:00Z",657.16,0.66,
"2018-09-01T17:25:00Z","2018-09-01T17:30:00Z",657.21,0.66,
"2018-09-01T17:30:00Z","2018-09-01T17:35:00Z",657.19,0.66,
"2018-09-01T17:35:00Z","2018-09-01T17:40:00Z",657.18,0.66,
"2018-09-01T17:40:00Z","2018-09-01T17:45:00Z",657.17,0.66,
"2018-09-01T17:45:00Z","2018-09-01T17:50:00Z",657.04,0.66,
"2018-09-01T17:50:00Z","2018-09-01T17:55:00Z",657.17,0.66,
"2018-09-01T17:55:00Z","2018-09-01T18:00:00Z",657.27,0.66,
"2018-09-01T18:00:00Z","2018-09-01T18:05:00Z",657.12,0.66,
"2018-09-01T18:05:00Z","2018-09-01T18:10:00Z",657.17,0.66,
"2018-09-01T18:10:00Z","2018-09-01T18:15:00Z",657.24,0.66,
"2018-09-01T18:15:00Z","2018-09-01T18:20:00Z",657.14,0.66,
"2018-09-01T18:20:00Z","2018-09-01T18:25:00Z",657.23,0.66,
"2018-09-01T18:25:00Z","2018-09-01T18:30:00Z",657.16,0.66,
"2018-09-01T18:30:00Z","2018-09-01T18:35:00Z",657.15,0.66,
"2018-09-01T18:35:00Z","2018-09-01T18:40:00Z",657.11,0.66,
"2018-09-01T18:40:00Z","2018-09-01T18:45:00Z",657.25,0.66,
"2018-09-01T18:45:00Z","2018-09-01T18:50:00Z",657.10,0.66,
"2018-09-01T18:50:00Z","2018-09-01T18:55:00Z",657.17,0.66,
"2018-09-01T18:55:00Z","2018-09-01T19:00:00Z",657.19,0.66,
"2018-09-01T19:00:00Z","2018-09-01T19:05:00Z",657.31,0.66,
"2018-09-01T19:05:00Z","2018-09-01T19:10:00Z",657.23,0.66,
"2018-09-01T19:10:00Z","2018-09-01T19:15:00Z",657.19,0.66,
"2018-09-01T19:15:00Z","2018-09-01T19:20:00Z",657.16,0.66,
"2018-09-01T19:20:00Z","2018-09-01T19:25:00Z",657.15,0.66,
"2018-09-01T19:25:00Z","2018-09-01T19:30:00Z",657.23,0.66,
"2018-09-01T19:30:00Z","2018-09-01T19:35:00Z",657.31,0.66,
"2018-09-01T19:35:00Z","2018-09-01T19:40:00Z",657.20,0.66,
"2018-09-01T19:40:00Z","2018-09-01T19:45:00Z",657.13,0.66,
"2018-09-01T19:45:00Z","2018-09-01T19:50:00Z",657.26,0.66,
"2018-09-01T19:50:00Z","2018-09-01T19:55:00Z",657.19,0.66,
"2018-09-01T19:55:00Z","2018-09-01T20:00:00Z",657.19,0.66,
"2018-09-01T20:00:00Z","2018-09-01T20:05:00Z",657.19,0.66,
"2018-09-01T20:05:00Z","2018-09-01T20:10:00Z",657.27,0.66,
"2018-09-01T20:10:00Z","2018-09-01T20:15:00Z",657.15,0.66,
"2018-09-01T20:15:00Z","2018-09-01T20:20:00Z",657.37,0.66,
"2018-09-01T20:20:00Z","2018-09-01T20:25:00Z",657.17,0.66,
"2018-09-01T20:25:00Z","2018-09-01T20:30:00Z",657.29,0.66,
"2018-09-01T20:30:00Z","2018-09-01T20:35:00Z",657.34,0.66,
"2018-09-01T20:35:00Z","2018-09-01T20:40:00Z",657.34,0.66,
"2018-09-01T20:40:00Z","2018-09-01T20:45:00Z",657.22,0.66,
"2018-09-01T20:45:00Z","2018-09-01T20:50:00Z",657.29,0.66,
"2018-09-01T20:50:00Z","2018-09-01T20:55:00Z",657.31,0.66,
"2018-09-01T20:55:00Z","2018-09-01T21:00:00Z",657.27,0.66,
"2018-09-01T21:00:00Z","2018-09-01T21:05:00Z",657.35,0.66,
"2018-09-01T21:05:00Z","2018-09-01T21:10:00Z",657.22,0.66,
"2018-09-01T21:10:00Z","2018-09-01T21:15:00Z",657.39,0.66,
"2018-09-01T21:15:00Z","2018-09-01T21:20:00Z",657.33,0.66,
"2018-09-01T21:20:00Z","2018-09-01T21:25:00Z",657.35,0.66,
"2018-09-01T21:25:00Z","2018-09-01T21:30:00Z",657.28,0.66,
"2018-09-01T21:30:00Z","2018-09-01T21:35:00Z",657.42,0.66,
"2018-09-01T21:35:00Z","2018-09-01T21:40:00Z",657.29,0.66,
"2018-09-01T21:40:00Z","2018-09-01T21:45:00Z",657.31,0.66,
"2018-09-01T21:45:00Z","2018-09-01T21:50:00Z",657.47,0.66,
"2018-09-01T21:50:00Z","2018-09-01T21:55:00Z",657.33,0.66,
"2018-09-01T21:55:00Z","2018-09-01T22:00:00Z",657.36,0.66,
"2018-09-01T22:00:00Z","2018-09-01T22:05:00Z",657.42,0.66,
"2018-09-01T22:05:00Z","2018-09-01T22:10:00Z",657.44,0.66,
"2018-09-01T22:10:00Z","2018-09-01T22:15:00Z",657.36,0.66,
"2018-09-01T22:15:00Z","2018-09-01T22:20:00Z",657.43,0.66,
"2018-09-01T22:20:00Z","2018-09-01T22:25:00Z",657.37,0.66,
"2018-09-01T22:25:00Z","2018-09-01T22:30:00Z",657.35,0.66,
"2018-09-01T22:30:00Z","2018-09-01T22:35:00Z",657.41,0.66,
"2018-09-01T22:35:00Z","2018-09-01T22:40:00Z",657.24,0.66,
"2018-09-01T22:40:00Z","2018-09-01T22:45:00Z",657.44,0.66,
"2018-09-01T22:45:00Z","2018-09-01T22:50:00Z",657.40,0.66,
"2018-09-01T22:50:00Z","2018-09-01T22:55:00Z",657.38,0.66,
"2018-09-01T22:55:00Z","2018-09-01T23:00:00Z",657.41,0.66,
"2018-09-01T23:00:00Z","2018-09-01T23:05:00Z",657.33,0.66,
"2018-09-01T23:05:00Z","2018-09-01T23:10:00Z",657.45,0.66,
"2018-09-01T23:10:00Z","2018-09-01T23:15:00Z",657.44,0.66,
"2018-09-01T23:15:00Z","2018-09-01T23:20:00Z",657.35,0.66,
"2018-09-01T23:20:00Z","2018-09-01T23:25:00Z",657.42,0.66,
"2018-09-01T23:25:00Z","2018-09-01T23:30:00Z",657.41,0.66,
"2018-09-01T23:30:00Z","2018-09-01T23:35:00Z",657.32,0.66,
"2018-09-01T23:35:00Z","2018-09-01T23:40:00Z",657.46,0.66,
"2018-09-01T23:40:00Z","2018-09-01T23:45:00Z",657.40,0.66,
"2018-09-01T23:45:00Z","2018-09-01T23:50:00Z",657.42,0.66,
"2018-09-01T23:50:00Z","2018-09-01T23:55:00Z",657.32,0.66,
"2018-09-01T23:55:00Z","2018-09-02T00:00:00Z",657.38,0.66,
"2018-09-02T00:00:00Z","2018-09-02T00:05:00Z",657.37,0.66,
"2018-09-02T00:05:00Z","2018-09-02T00:10:00Z",657.23,0.66,
"2018-09-02T00:10:00Z","2018-09-02T00:15:00Z",657.36,0.66,
"2018-09-02T00:15:00Z","2018-09-02T00:20:00Z",657.39,0.66,
"2018-09-02T00:20:00Z","2018-09-02T00:25:00Z",657.44,0.66,
"2018-09-02T00:25:00Z","2018-09-02T00:30:00Z",657.48,0.66,
"2018-09-02T00:30:00Z","2018-09-02T00:35:00Z",657.41,0.66,
"2018-09-02T00:35:00Z","2018-09-02T00:40:00Z",657.39,0.66,
"2018-09-02T00:40:00Z","2018-09-02T00:45:00Z",657.41,0.66,
"2018-09-02T00:45:00Z","2018-09-02T00:50:00Z",657.38,0.66,
"2018-09-02T00:50:00Z","2018-09-02T00:55:00Z",657.35,0.66,
"2018-09-02T00:55:00Z","2018-09-02T01:00:00Z",657.45,0.66,
"2018-09-02T01:00:00Z","2018-09-02T01:05:00Z",657.41,0.66,
"2018-09-02T01:05:00Z","2018-09-02T01:10:00Z",657.38,0.66,
"2018-09-02T01:10:00Z","2018-09-02T01:15:00Z",657.44,0.66,
"2018-09-02T01:15:00Z","2018-09-02T01:20:00Z",657.47,0.66,
"2018-09-02T01:20:00Z","2018-09-02T01:25:00Z",657.52,0.66,
"2018-09-02T01:25:00Z","2018-09-02T01:30:00Z",657.44,0.66,
"2018-09-02T01:30:00Z","2018-09-02T01:35:00Z",657.29,0.66,
"2018-09-02T01:35:00Z","2018-09-02T01:40:00Z",657.45,0.66,
"2018-09-02T01:40:00Z","2018-09-02T01:45:00Z",657.39,0.66,
"2018-09-02T01:45:00Z","2018-09-02T01:50:00Z",657.41,0.66,
"2018-09-02T01:50:00Z","2018-09-02T01:55:00Z",657.47,0.66,
"2018-09-02T01:55:00Z","2018-09-02T02:00:00Z",657.39,0.66,
"2018-09-02T02:00:00Z","2018-09-02T02:05:00Z",657.37,0.66,
"2018-09-02T02:05:00Z","2018-09-02T02:10:00Z",657.42,0.66,
"2018-09-02T02:10:00Z","2018-09-02T02:15:00Z",657.39,0.66,
"2018-09-02T02:15:00Z","2018-09-02T02:20:00Z",657.53,0.66,
"2018-09-02T02:20:00Z","2018-09-02T02:25:00Z",657.32,0.66,
"2018-09-02T02:25:00Z","2018-09-02T02:30:00Z",657.39,0.66,
"2018-09-02T02:30:00Z","2018-09-02T02:35:00Z",657.44,0.66,
"2018-09-02T02:35:00Z","2018-09-02T02:40:00Z",657.38,0.66,
"2018-09-02T02:40:00Z","2018-09-02T02:45:00Z",657.55,0.66,
"2018-09-02T02:45:00Z","2018-09-02T02:50:00Z",657.45,0.66,
"2018-09-02T02:50:00Z","2018-09-02T02:55:00Z",657.43,0.66,
"2018-09-02T02:55:00Z","2018-09-02T03:00:00Z",657.36,0.66,
"2018-09-02T03:00:00Z","2018-09-02T03:05:00Z",657.41,0.66,
"2018-09-02T03:05:00Z","2018-09-02T03:10:00Z",657.38,0.66,
"2018-09-02T03:10:00Z","2018-09-02T03:15:00Z",657.35,0.66,
"2018-09-02T03:15:00Z","2018-09-02T03:20:00Z",657.51,0.66,
"2018-09-02T03:20:00Z","2018-09-02T03:25:00Z",657.40,0.66,
"2018-09-02T03:25:00Z","2018-09-02T03:30:00Z",657.41,0.66,
"2018-09-02T03:30:00Z","2018-09-02T03:35:00Z",657.36,0.66,
"2018-09-02T03:35:00Z","2018-09-02T03:40:00Z",657.44,0.66,
"2018-09-02T03:40:00Z","2018-09-02T03:45:00Z",657.36,0.66,
"2018-09-02T03:45:00Z","2018-09-02T03:50:00Z",657.37,0.66,
"2018-09-02T03:50:00Z","2018-09-02T03:55:00Z",657.48,0.66,
"2018-09-02T03:55:00Z","2018-09-02T04:00:00Z",657.47,0.66,
"2018-09-02T04:00:00Z","2018-09-02T04:05:00Z",657.38,0.66,
"2018-09-02T04:05:00Z","2018-09-02T04:10:00Z",657.42,0.66,
"2018-09-02T04:10:00Z","2018-09-02T04:15:00Z",657.50,0.66,
"2018-09-02T04:15:00Z","2018-09-02T04:20:00Z",657.45,0.66,
"2018-09-02T04:20:00Z","2018-09-02T04:25:00Z",657.47,0.66,
"2018-09-02T04:25:00Z","2018-09-02T04:30:00Z",657.43,0.66,
"2018-09-02T04:30:00Z","2018-09-02T04:35:00Z",657.31,0.66,
"2018-09-02T04:35:00Z","2018-09-02T04:40:00Z",657.44,0.66,
"2018-09-02T04:40:00Z","2018-09-02T04:45:00Z",657.44,0.66,
"2018-09-02T04:45:00Z","2018-09-02T04:50:00Z",657.38,0.66,
"2018-09-02T04:50:00Z","2018-09-02T04:55:00Z",657.47,0.66,
